HS_CEEB,HS_CITY,HS_NAME,HS_POSTAL_CD,HS_STATE
222492,Worcester,doherty memorial high school,01602,MA
230355,Bloomfield Hills,cranbrook kingswood school,48303,MI
230575,Charlotte,charlotte high school,48813,MI
242273,Saint Paul,jennings experiential hs,55104,MN
282600,Yutan,yutan junior-senior high sch,68073,NE
290090,Henderson,basic high school,89015,NV
310093,Berkeley Heights,governor livingston high sch,07922,NJ
311250,Pompton Lakes,pompton lakes high school,07442,NJ
311340,Rutherford,rutherford high school,07070,NJ
311567,Wanaque,lakeland regional high school,07465,NJ
320111,Albuquerque,nex gen high school,87109,NM
331885,Cedarhurst,hebrew acad 5 towns & rockaway,11516,NY
332182,Greenlawn,harborfields high school,11740,NY
332190,Greenville,greenville high school,12083,NY
332870,Lockport,lockport high school,14094,NY
332888,Long Island City,aviation high school,11101,NY
334047,New York,smith school,10024,NY
393238,Philadelphia,science leadership academy,19103,PA
395035,Warren,warren area high school,16365,PA
395350,North Versailles,east allegheny high school,15137,PA
410775,Fort Mill,indian land high school,29707,SC
431102,Knoxville,hardin valley academy,37932,TN
441850,Dallas,peak preparatory,75204,TX
441953,Argyle,liberty christian school,76226,TX
442214,El Paso,del valle high school,79907,TX
442627,Frisco,reedy high school,75034,TX
446786,Sugar Land,fort bend christian academy,77478,TX
450004,Saratoga Springs,westlake high school,84045,UT
472171,Sterling,park view high school,20164,VA
480630,Lopez Island,lopez high school,98261,WA
500905,Holmen,holmen high school,54636,WI
525080,Hagatna,father duenas memorial school,96932,GU
030288,Paradise Valley,phoenix country day school,85253,AZ
051168,Hesperia,hesperia high school,92345,CA
051450,Lompoc,cabrillo high school,93436,CA
051547,Los Angeles,pacific hills school,90069,CA
052327,Pacific Plsds,palisades charter high school,90272,CA
053654,Ventura,saint augustine academy,93004,CA
060285,Colorado Springs,harrison high school,80906,CO
060426,Denver,mile high academy,80210,CO
060711,Greeley,northridge high school,80634,CO
061458,Westminster,colorado preparatory academy,80031,CO
070426,Milford,platt technical high school,06460,CT
070870,Waterbury,wilby high school,06704,CT
080030,Dover,dover high school,19904,DE
101139,Miami,new world school of the arts,33132,FL
101729,Tampa,tampa preparatory school,33606,FL
101839,Wellington,wellington high school,33414,FL
111141,Duluth,georgia connections academy,30097,GA
112525,Richmond Hill,richmond hill high school,31324,GA
141320,Chicago,tilden career community acad,60609-4437,IL
142030,Georgetown,georgetown ridge farm hs,61846-1897,IL
142385,Joliet,joliet central high school,60432-2841,IL
170008,Maize,maize virtual preparatory sch,67101,KS
181443,Lexington,sayre school,40507-1121,KY
181510,Louisville,assumption high school,40205-2950,KY
190207,Baton Rouge,episcopal high school,70816,LA
191660,Mandeville,mandeville high school,70471,LA
231495,Flint,kearsley high school,48506,MI
232730,Napoleon,napoleon high school,49261,MI
233845,Zeeland,zeeland high school,49464,MI
241650,Richfield,richfield senior high school,55423,MN
241825,New Richland,nrheg high school,56072,MN
242449,Stillwater,saint croix preparatory acad,55082,MN
262640,Platte City,platte city r-iii high school,64079,MO
263015,Saint Louis,riverview gardens sr high sch,63137,MO
263645,Willow Springs,willow springs r-iv school,65793,MO
281690,Omaha,benson high school,68104,NE
290247,Reno,academy  of arts careers tech,89502,NV
320250,Farmington,farmington high school,87401,NM
320412,Los Lunas,valencia high school,87031,NM
332695,Kings Park,kings park high school,11754,NY
333920,Bronx,riverdale country school,10471,NY
341050,Durham,durham school of the arts,27701,NC
360835,Celina,celina high school,45822,OH
362233,Gahanna,gahanna christian academy,43230,OH
362650,Hudson,hudson high school,44236,OH
372850,Perry,perry senior high school,73077-5051,OK
394061,Portersville,portersville christian school,16051,PA
431066,Blountville,tri-cities christian school,37617,TN
441758,Dallas,lake highlands high school,75238,TX
441946,Denton,john h guyer high school,76210,TX
460485,West Rutland,west rutland high school,05777,VT
470047,Alexandria,howard gardner school,22310,VA
470406,Chantilly,westfield high school,20151,VA
471026,Hampton,phoebus high school,23663,VA
471985,Rocky Mount,franklin county high school,24151,VA
480155,Cashmere,cashmere high school,98815,WA
502380,Watertown,watertown high school,53098,WI
502510,Whitehall,whitehall memorial high school,54773,WI
012670,Troy,charles henderson high school,36081,AL
020358,Anchorage,frontier charter school,99503-3877,AK
041550,Marianna,lee high school,72360-1530,AR
050526,Cerritos,gretchen whitney high school,90703,CA
051274,Irvine,woodbridge high school,92604,CA
052546,Rancho Cucamonga,rancho cucamonga high school,91701,CA
052719,Sacramento,luther burbank sr high school,95823,CA
052980,San Francisco,mission senior high school,94114,CA
053075,San Jose,abraham lincoln high school,95126,CA
053802,Woodland Hills,louisville high school,91364,CA
060034,Frisco,snowy peaks high school,80443,CO
060272,Colorado Springs,colorado school deaf blind,80903,CO
060598,Fort Collins,ridgeview classical schools,80525,CO
060760,Holyoke,holyoke high school,80734,CO
061377,Trinidad,trinidad high school,81082,CO
070179,Enfield,enrico fermi high school,06082,CT
070412,Middletown,xavier high school,06457,CT
101218,New Port Richey,genesis preparatory school,34653,FL
101390,Pensacola,booker t washington high sch,32504,FL
140655,Chicago,amundsen high school,60625-1317,IL
141035,Chicago,morgan park high school,60643-3497,IL
141772,Elgin,larkin high school,60123-5173,IL
143345,Palatine,palatine high school,60074-3777,IL
143810,Troy,triad high school,62294-2210,IL
150695,Culver,culver academies,46511,IN
151908,Lafayette,faith christian school,47905,IN
152680,Oldenburg,oldenburg academy,47036,IN
164020,Sidney,sidney high school,51652,IA
172772,Shawnee Mission,shawnee mission south hs,66207,KS
190215,Baton Rouge,mckinley senior high school,70802,LA
190222,Baton Rouge,robert e lee high school,70808,LA
200068,Bath,hyde school,04530,ME
210230,Bel Air,bel air high school,21014,MD
210245,Berlin,stephen decatur high school,21811,MD
220515,Cambridge,matignon high school,02140,MA
220921,Greenfield,four rivers charter public sch,01301,MA
233382,Saint Joseph,michigan lutheran high school,49085,MI
242673,West Saint Paul,saint croix lutheran high sch,55118,MN
242765,Zumbrota,zumbrota/mazeppa high school,55992,MN
310670,Lakewood,lakewood high school,08701,NJ
310850,Morristown,villa walsh academy,07960,NJ
311364,Sewell,washington township high sch,08080,NJ
320416,Los Lunas,school of dreams academy,87031,NM
335275,South Kortright,south kortright central school,13842,NY
340913,Hickory,university christian high sch,28601,NC
341045,Durham,camelot academy,27707,NC
342531,Matthews,david w butler high school,28105,NC
343420,Salemburg,lakewood high school,28385,NC
372720,Oklahoma City,epic charter school,73120-8816,OK
394875,Troy,troy senior high school,16947,PA
395032,Warminster,archbishop wood high school,18974,PA
410413,Charleston,palmetto academy,29407,SC
411469,Myrtle Beach,academy for arts sci & tech,29579,SC
431173,Lebanon,friendship christian school,37087,TN
442242,El Paso,riverside high school,79915,TX
442270,El Paso,mission early college hs,79928,TX
442731,Garland,garland high school,75040,TX
443815,Kerrville,tivy high school,78028,TX
444990,Omaha,paul h pewitt high school,75571,TX
445501,Pharr,oratory athenaeum univ prep,78577,TX
460220,Lyndon Center,lyndon institute,05850,VT
472445,Wise,j j kelly high school,24293,VA
480044,Auburn,auburn mountainview hs,98092,WA
480072,Bellevue,sammamish high school,98005,WA
501305,Mercer,mercer high school,54547,WI
550084,Kingshill,saint croix edu complex hs,00850,VI
575505,Apo,afnorth international sch dod,09703,AE
575505,Apo,afnorth school dod,09703,AE
010135,Ariton,ariton high school,36311,AL
030210,Mayer,orme school,86333,AZ
030407,Tempe,new school for the arts,85281,AZ
030483,Tucson,desert christian high school,85710,AZ
030603,Tucson,city high school,85701,AZ
041740,Mountain Home,mountain home high school,72653-4628,AR
050867,Encino,crespi carmelite high school,91316,CA
051350,LA Mesa,helix high school,91941,CA
052214,Nuevo,nuview bridge academy,92567,CA
052314,Pacific Plsds,temescal canyon high school,90272,CA
052836,El Cajon,christian junior senior hs,92019,CA
053989,Fremont,alsion montessori middle/high,94539,CA
061351,Westminster,the academy,80031,CO
070095,Cheshire,cheshire academy,06410,CT
070488,New Haven,hill regional career magnet hs,06519,CT
100168,Boca Raton,weinbaum yeshiva high school,33433,FL
110508,Suwanee,north gwinnett high school,30024,GA
110897,Covington,alcovy high school,30014,GA
142005,Galva,galva high school,61434-1090,IL
144400,Williamsville,williamsville high school,62693-9712,IL
171550,Kansas City,sumner academy arts & science,66101,KS
173208,Wichita,wichita hs southeast,67218,KS
210267,Bethesda,washington waldorf school hs,20816,MD
210610,Hagerstown,saint maria goretti hs,21742,MD
220410,Bourne,bourne high school,02532,MA
221195,Littleton,littleton high school,01460,MA
221786,Beverly,waring school the,01915,MA
240995,Granite Falls,yellow medicine east high sch,56241,MN
261612,Kansas City,blue ridge christian school,64138,MO
263295,Springfield,springfield catholic high sch,65809,MO
263660,Winfield,winfield high school,63389,MO
281505,Omaha,millard south high school,68137,NE
310678,Brick,brick township high school,08723,NJ
330030,Albany,doane stuart school,12202,NY
331931,Flushing,windsor school,11355,NY
333796,New York,mlk law advocacy-cmty justice,10023,NY
341341,Fletcher,veritas christian academy,28732,NC
343241,Raleigh,trinity academy of raleigh,27613,NC
362910,Lebanon,lebanon high school,45036,OH
365143,Maumee,ohio virtual academy,43537,OH
372320,McAlester,mcalester high school,74502-1027,OK
381026,Salem,mckay high school,97305,OR
393515,Erdenheim,springfield township hs,19038,PA
411931,Sumter,sumter high school,29154,SC
441791,Dallas,molina high school,75211,TX
442241,El Paso,montwood high school,79936,TX
442633,Frisco,centennial high school,75035,TX
481089,Seattle,interagency academy,98108,WA
481196,Silverdale,klahowya secondary school,98383,WA
481471,Vancouver,seton catholic college prep hs,98684,WA
481606,Yakima,christa mcauliffe academy,98908,WA
501900,Prescott,prescott high school,54021,WI
576397,Apo,vilseck high school dod,09112,AE
010912,Dothan,houston academy,36303,AL
030485,Tucson,flowing wells high school,85705,AZ
050485,Carpinteria,cate school,93013,CA
050790,Durham,durham high school,95938,CA
052153,Northridge,highland hall,91325,CA
053836,Solana Beach,cal coast academy,92075,CA
054104,Santa Ana,nova academy early col hs,92703-1818,CA
060337,Commerce City,victory prep academy,80022-4821,CO
060962,Longmont,mead high school,80504,CO
070935,Willimantic,windham technical high school,06226,CT
100888,Lakeland,lakeland christian school,33803,FL
101992,Coconut Grove,acad arts & minds charter hs,33133,FL
142525,Lake Forest,lake forest academy,60045-1047,IL
143010,Morton,morton high school,61550-2206,IL
143270,O Fallon,ofallon township high school,62269-2316,IL
153890,Yorktown,yorktown high school,47396,IN
161190,West Des Moines,dowling high school,50265,IA
171158,Great Bend,great bend high school,67530,KS
181430,Lexington,lafayette senior high school,40503,KY
300482,Pelham,pelham high school,03076,NH
300508,Plaistow,timberlane reg high school,03865,NH
300521,Dover,portsmouth christian academy,03820,NH
310932,Newark,science high school,07103,NJ
311215,Pitman,pitman high school,08071,NJ
330035,Albany,albany academy the,12208,NY
330450,Boiceville,onteora central jr-sr high sch,12412,NY
331905,Fishers Island,fishers island school,06390,NY
342535,Charlotte,east mecklenburg high school,28212,NC
362675,Independence,independence high school,44131,OH
363857,North Ridgeville,lake ridge academy,44039,OH
372690,Oklahoma City,putnam city high school,73122-5334,OK
380904,Portland,metropolitan learning center,97209,OR
393930,Pittsburgh,university school,15232,PA
394440,Scranton,scranton preparatory school,18509,PA
411250,Landrum,landrum high school,29356,SC
412190,York,york comprehensive high school,29745,SC
430665,Fayetteville,lincoln county high school,37334,TN
440345,Avery,avery high school,75554,TX
442201,El Paso,faith christian academy,79907,TX
444630,McKinney,mckinney high school,75069,TX
446021,Round Rock,meridian world school,78664,TX
460005,Arlington,arlington memorial high school,05250,VT
460346,Randolph Ctr,vermont acad science and tech,05061,VT
480810,Oak Harbor,oak harbor high school,98277,WA
480935,Pullman,pullman high school,99163,WA
491410,Wheeling,linsly school,26003-6430,WV
491480,Williamstown,williamstown high school,26187-1524,WV
502152,Oak Creek,oak creek high school,53154,WI
577060,Fpo,naples american hs dod,09618,AE
020035,Fairbanks,austin e lathrop high school,99701-6041,AK
030223,Mesa,westwood high school,85201,AZ
030260,Peoria,peoria high school,85380,AZ
040175,Bentonville,bentonville high school,72712-3780,AR
050579,Chula Vista,eastlake high school,91915,CA
051974,Lake Forest,el toro high school,92630,CA
053065,Sanger,sanger high school,93657,CA
053354,North Hills,centers of learning,91393,CA
053532,Tracy,merrill f west high school,95376,CA
053550,Tulare,tulare union high school,93274,CA
060065,Ault,highland high school,80610,CO
060115,Boulder,boulder high school,80302,CO
060927,Littleton,columbine high school,80123,CO
111190,Eatonton,putnam county high school,31024,GA
140704,Chicago,marine leadership academy,60647,IL
140720,Palos Heights,chicago christian high school,60463-1687,IL
143703,Rockford,guilford high school,61114-6442,IL
143724,Rockford,rockford christian high school,61107-2872,IL
151087,Fort Wayne,canterbury school,46804,IN
161748,Gilbertville,don bosco high school,50634,IA
181523,Louisville,christian acad of louisville,40245-3912,KY
191154,Hammond,st thomas aquinas high school,70401,LA
200930,South Berwick,berwick academy,03908,ME
221092,Norwell,south shore charter school,02061,MA
222340,Medway,medway high school,02053,MA
230087,Ann Arbor,greenhills school,48105,MI
233195,Rochester,rochester high school,48307,MI
241480,Mankato,loyola high school,56001,MN
261719,Kansas City,university academy charter sch,64131,MO
262844,Saint Charles,francis howell north high sch,63303,MO
281227,Kearney,kearney catholic high school,68848,NE
300455,Newmarket,newmarket jr-sr high school,03857,NH
310440,Gloucester City,gloucester catholic high sch,08030,NJ
310750,Maplewood,columbia high school,07040,NJ
310870,Neptune,monmouth county academy,07753,NJ
320037,Albuquerque,sandia high school,87110,NM
330050,Albany,christian brothers academy,12205,NY
331142,Brentwood,brentwood high school,11717,NY
331748,East Syracuse,bishop grimes jr-sr high sch,13057,NY
332105,Queensbury,queensbury high school,12804,NY
332425,Homer,homer senior high school,13077,NY
333093,Medford,patchogue medford high school,11763,NY
333672,New York,institute for collaborative ed,10003,NY
335075,West Sayville,sayville high school,11796,NY
373160,Sand Springs,charles page high school,74063-0970,OK
381070,Seaside,seaside high school,97138,OR
391510,Gettysburg,gettysburg area sr high school,17325,PA
391710,Hawley,wallenpaupack area high school,18428,PA
393275,Philadelphia,central high school,19141,PA
411292,Lexington,river bluff high school,29072,SC
431162,LA Vergne,lavergne high school,37086,TN
440364,Austin,kipp austin collegiate school,78724,TX
441723,Dallas,bryan adams high school,75228,TX
444170,Lindale,lindale high school,75771,TX
446507,Sherman,sherman high school,75090,TX
450280,Orem,mountain view high school,84057,UT
470860,Fork Union,fork union military academy,23055,VA
480300,Deer Park,deer park high school,99006,WA
480332,East Wenatchee,eastmont high school,98802,WA
480344,Edmonds,edmonds-woodway high school,98026,WA
501625,Nekoosa,nekoosa high school,54457,WI
501655,New Richmond,new richmond senior hs,54017,WI
502395,Waunakee,waunakee high school,53597,WI
510320,Newcastle,newcastle high school,82701,WY
010332,Birmingham,briarwood christian hs,35242,AL
010380,Mountain Brook,mountain brook high school,35223,AL
020170,Yakutat,yakutat high school,99689-0429,AK
030256,Peoria,centennial high school,85381,AZ
030431,Tempe,corona del sol high school,85284,AZ
040880,Gentry,ozark adventist academy,72734-8870,AR
051342,Lake Isabella,kern valley high school,93240,CA
051715,Los Angeles,marymount high school,90077,CA
051843,Los Angeles,yeshiva univ hs los angeles,90035,CA
060473,Durango,colorado timberline academy,81301,CO
070955,Windsor Locks,windsor locks high school,06096,CT
101565,Sanford,seminole high school,32773,FL
120039,Honolulu,myron b thompson academy,96813,HI
143374,Richton Park,rich south high school,60471-1000,IL
161550,Fairfield,fairfield community hs,52556,IA
191162,Harvey,jefferson chamber foundation,70058,LA
222378,Westwood,xaverian brothers high school,02090,MA
242295,Saint Paul,saint agnes high school,55103,MN
261670,Kansas City,paseo acad of fine/perf arts,64110,MO
262850,Saint Charles,saint charles sr high school,63301,MO
310501,East Hanover,hanover park high school,07936,NJ
331655,Dryden,dryden senior high school,13053,NY
331927,Flushing,holy cross high school,11358,NY
332855,Livingston Manor,livngston manor central school,12758,NY
343179,Columbus,polk county high school,28722,NC
361111,Cincinnati,school creative performng arts,45202,OH
391019,Dingmans Ferry,east stroudsburg area hs north,18328,PA
391265,Ephrata,ephrata senior high school,17522,PA
391975,Johnstown,westmont hilltop senior hs,15905,PA
442574,Fort Worth,west academy,76110,TX
442965,Grapevine,grapevine senior high school,76051,TX
445625,Port Isabel,port isabel high school,78578,TX
450066,Bluffdale,summit academy high school,84065,UT
471546,Newport News,menchville high school,23602,VA
471758,Portsmouth,woodrow wilson high school,23701,VA
480647,Lynden,lynden high school,98264,WA
481149,Seattle,health sci and human svcs hs,98146,WA
502112,Shorewood,shorewood high school,53211,WI
910040,Apo,american school belo horizonte,34030,AA
020131,Soldotna,soldotna high school,99669-7309,AK
030163,Gilbert,higley high school,85297,AZ
030275,Phoenix,camelback high school,85016,AZ
051612,Los Angeles,fusion academy - los angeles,90025,CA
052073,Murrieta,murrieta valley high school,92562,CA
052580,Redding,enterprise high school,96002,CA
052740,Saint Helena,saint helena high school,94574,CA
052798,San Bernardino,san gorgonio high school,92404,CA
052908,Sylmar,sylmar high school,91342,CA
053467,Sun Valley,john h francis poly hs,91352,CA
053659,Victorville,victor valley christian school,92395,CA
061167,Peyton,falcon high school,80831,CO
100164,Boca Raton,boca raton preparatory school,33428,FL
100194,Boca Raton,west boca raton community hs,33498,FL
100861,Kissimmee,poinciana high school,34758,FL
101525,Fort Lauderdale,pembroke pines charter hs,33331,FL
101808,Wellington,wellington christian school,33414,FL
102071,Palm Beach Gardens,score at the top-palm bch gdns,33410,FL
102199,Orlando,lake nona high school,32832,FL
110505,Buford,buford high school,30518,GA
111545,Hamilton,harris county high school,31811,GA
112435,Powder Springs,mceachern high school,30127,GA
112930,Tallulah Falls,tallulah falls school,30573,GA
140070,Antioch,antioch community high school,60002-1807,IL
143965,Springfield,sacred heart griffin hs,62702-4770,IL
151225,Merrillville,andrean high school,46410,IN
181612,Louisville,seneca high school,40220,KY
210572,Millersville,old mill senior high school,21108,MD
220544,Canton,blue hills regl tech school,02021,MA
220689,Devens,f w parker essential school,01434,MA
252591,Ridgeland,ridgeland high school,39157,MS
260782,Saint Louis,saint louis priory school,63141,MO
262905,Saint Joseph,bishop le blond high school,64506,MO
270100,Bozeman,bozeman high school,59715,MT
270545,Laurel,laurel high school,59044,MT
310825,Moorestown,moorestown high school,08057,NJ
330588,Brooklyn,bishop kearney high school,11204,NY
331360,Chester,chester academy,10918,NY
333155,Garden City Park,mineola high school,11040,NY
335576,Tonawanda,cardinal ohara high school,14150,NY
340297,Gastonia,gaston day school,28056,NC
361195,Cleveland,benedictine high school,44104,OH
364020,Parma,parma senior high school,44129,OH
372717,Oklahoma City,crossings christian school,73134,OK
392835,Murrysville,franklin regional senior hs,15668,PA
430435,Knoxville,farragut high school,37934,TN
441848,Dallas,richland collegiate hs,75243,TX
442495,Fort Stockton,fort stockton high school,79735,TX
442540,Fort Worth,key school inc,76119,TX
444095,Leander,leander high school,78641,TX
446240,San Antonio,l w fox academic & tech high s,78205,TX
446263,San Antonio,school of science and tech,78209,TX
470510,Christiansburg,christiansburg high school,24073,VA
471396,McLean,potomac school,22101,VA
481325,Steilacoom,steilacoom senior high school,98388,WA
490395,Fairmont,fairmont senior high school,26554-2570,WV
491330,Wayne,wayne high school,25570-0940,WV
950824,Miami,international sch of monagas,33102,FL
010026,Alabaster,evangel christian school,35007,AL
020028,Fairbanks,west valley high school,99709-3547,AK
050845,El Segundo,el segundo high school,90245,CA
050871,Escondido,escondido charter high school,92027,CA
051273,Irvine,san joaquin high school,92606,CA
053429,Anaheim,orange county christian sch,92804,CA
053880,Temecula,great oak high school,92592,CA
053896,San Diego,champs high school,92115,CA
054639,Los Gatos,fusion academy - losa gatos,95030,CA
060411,Denver,cec middle college of denver,80211,CO
100442,Englewood,lemon bay high school,34224,FL
101616,Ocala,trinity catholic high school,34474,FL
101750,Tampa,howard w blake high school,33607,FL
102059,Riverview,richard spoto high school,33578-8860,FL
102181,Pembroke Pines,west broward high school,33029,FL
111737,Kennesaw,north cobb christian school,30144,GA
111996,Kennesaw,mount paran christian school,30152,GA
141519,Crystal Lake,prairie ridge high school,60012-3514,IL
141765,Elgin,saint edward central cath hs,60123-6374,IL
141949,Frankfort,lincoln-way north high school,60423,IL
142620,Libertyville,libertyville high school,60048-2604,IL
143693,Rockford,auburn high school,61101-2402,IL
221890,Scituate,scituate high school,02066,MA
230770,Dearborn,edsel b ford high school,48124,MI
240390,Canby,canby high school,56220,MN
241658,Minneapolis,saint anthony village high sch,55418,MN
250223,Biloxi,biloxi high school,39532,MS
260650,Saint Louis,john burroughs school,63124,MO
260795,Crystal City,crystal city high school,63019,MO
290192,Las Vegas,desert pines high school,89110,NV
300060,Bristol,newfound regional high school,03222,NH
300634,Windham,windham high school,03087,NH
311425,Summit,kent place school,07902,NJ
330055,Albany,colonie central high school,12205,NY
330460,Bolton Landing,bolton central school,12814,NY
334633,Poughkeepsie,tabernacle christian academy,12601,NY
334880,Uniondale,kellenberg memorial high sch,11553,NY
341848,High Point,high point christian academy,27262,NC
381110,Springfield,springfield senior high school,97477,OR
392950,New Hope,new hope-solebury high school,18938,PA
393381,Philadelphia,martin luther king high sch,19138,PA
393752,Pittsburgh,north hills high school,15229,PA
442545,Fort Worth,northside high school,76106,TX
443380,Houston,jefferson davis sr high school,77009,TX
443447,Houston,stratford high school,77079,TX
443644,Houston,benjamin o davis jr high schoo,77067-4253,TX
445197,Odessa,permian high school,79760,TX
445558,Plano,yorktown education,75093,TX
445745,Quanah,quanah high school,79252,TX
446395,Dallas,seagoville high school,75253,TX
450242,Oakley,oakley school,84055,UT
480987,Renton,oliver m hazen high school,98059,WA
520030,Pago Pago,fagaitua high school,96799,AS
520070,Pago Pago,leone high school,96799,AS
010370,Birmingham,john carroll catholic hs,35219,AL
030537,Vail,vail high school,85641,AZ
041160,Hot Springs,lakeside high school,71901-8321,AR
050132,Arcadia,first presbyterian school,91007,CA
051161,Hemet,west valley high school,92545,CA
051165,Hemet,hemet high school,92544,CA
052264,Olympic Valley,squaw valley academy,96146,CA
060129,Broomfield,front range academy,80020,CO
060507,Durango,durango big picture high schoo,81301-5206,CO
060588,Fort Collins,rocky mountain high school,80526,CO
100438,Melbourne,eau gallie high school,32935,FL
100444,Estero,estero high school,33928,FL
101507,St Petersburg,dixie hollins high school,33709,FL
101771,Tampa,freedom high school,33647,FL
101810,Wesley Chapel,saddlebrook preparatory school,33543,FL
110195,Atlanta,marist school,30319,GA
110474,St Simons Island,frederica academy,31522,GA
140182,Aurora,rosary high school,60506-1819,IL
140682,Chicago,brother rice high school,60655-3356,IL
141505,Crete,crete-monee high school,60417-9601,IL
181985,Nicholasville,west jessamine high school,40356,KY
201090,Wells,wells high school,04090,ME
211061,Waldorf,north point high school,20603,MD
220820,Fitchburg,fitchburg high school,01420,MA
220860,Franklin,franklin high school,02038,MA
220930,Groton,groton school,01450,MA
230525,Cedar Springs,cedar springs high school,49319,MI
230695,Comstock Park,comstock park high school,49321,MI
232030,Howell,howell high school,48843,MI
233555,Tecumseh,tecumseh high school,49286,MI
241612,Fridley,fridley senior high school,55432,MN
241755,Morris,morris high school,56267,MN
252170,Newton,newton high school,39345,MS
262435,Saint Louis,incarnate word academy,63121,MO
262820,Rolla,rolla senior high school,65401,MO
263283,Springfield,glendale high school,65804,MO
290010,Battle Mountain,battle mountain high school,89820,NV
290079,Henderson,advantages online private sch,89052,NV
290101,Las Vegas,southern nevada voc-tech cntr,89120,NV
300362,Manchester,trinity high school,03104,NH
310451,Hackensack,acad for cul vis tele & power,07601,NJ
331130,West Seneca,west seneca west sr hs,14224,NY
331151,Brooklyn,coney island prep high school,11223,NY
332369,Glen Cove,solomon schechter high school,11542,NY
332810,Liberty,liberty high school,12754,NY
333403,New York,new heights academy charter sc,10031,NY
343233,Raleigh,ravenscroft school,27615,NC
361491,Columbiana,heartland christian school,44408,OH
361595,Columbus,saint charles preparatory scho,43209,OH
361905,Delaware,rutherford b hayes high school,43015,OH
394190,Red Lion,red lion area sr high school,17356,PA
400250,Barrington,saint andrews school,02806,RI
410915,Taylors,greer middle college charter,29687,SC
440525,Beaumont,monsignor kelly catholic h s,77707,TX
442310,Era,era high school,76238,TX
443845,Kilgore,kilgore high school,75662,TX
450322,Provo,walden sch of liberal arts,84604,UT
471260,Lovingston,nelson county high school,22949,VA
480520,Kelso,kelso high school,98626,WA
480855,Orting,orting high school,98360,WA
491445,Wheeling,wheeling park high school,26003-9370,WV
500795,Green Bay,preble high school,54302,WI
501280,Neenah,saint mary central hs,54956,WI
510061,Cheyenne,cheyenne east high school,82001,WY
576325,Apo,stuttgart high school dod,09107,AE
576325,Apo,patch american high school dod,09107,AE
010421,Birmingham,spring valley school,35213,AL
030040,Casa Grande,casa grande union high school,85222,AZ
030304,Phoenix,shadow mountain high school,85028,AZ
030410,Sedona,verde valley school,86351,AZ
050140,Riverside,la sierra academy,92505,CA
050385,Burbank,burbank senior high school,91502,CA
050883,San Marcos,san marcos high school,92069,CA
050975,Fresno,central hs east campus,93722,CA
051567,Santa Monica,concord high school,90403,CA
054095,Sacramento,np3 charter high school,95834-9606,CA
054597,Watsonville,ceiba college preparatory acad,95076,CA
060090,Bennett,bennett senior high school,80102,CO
060460,Denver,west high school,80204,CO
060866,Lafayette,catalyst high school,80026,CO
070775,Thomaston,thomaston high school,06787,CT
090055,Washington,paul laurence dunbar hs,20001,DC
090078,Washington,frank w ballou high school,20032,DC
100476,Davie,western high school,33325,FL
100525,Fort Pierce,lincoln park academy,34950,FL
101970,Miami,palmetto bay academy,33157,FL
110294,Augusta,john s davidson fine arts sch,30901,GA
110832,Columbus,pacelli catholic high school,31907,GA
120174,Kailua Kona,kealakehe high school,96740,HI
142375,New Lenox,providence catholic hs,60451-1693,IL
163245,Norwalk,norwalk community high school,50211,IA
180540,Covington,covington latin school,41011-3103,KY
190244,Baton Rouge,dunham school,70810,LA
190245,Baton Rouge,university laboratory school,70803,LA
190270,Benton,benton high school,71006,LA
200895,Scarborough,scarborough high school,04074,ME
210477,Ridgely,north caroline senior hs,21660,MD
210532,Forestville,bishop mcnamara high school,20747,MD
210695,Laurel,saint vincent pallotti hs,20707,MD
210720,Harwood,southern senior high school,20776,MD
242030,Princeton,princeton high school,55371,MN
262350,Neosho,neosho senior high school,64850,MO
281861,Papillion,papillion-la vista south hs,68046,NE
282180,South Sioux City,south sioux city high school,68776,NE
290134,Las Vegas,advanced technologies academy,89106,NV
300635,Wolfeboro,brewster academy,03894,NH
310275,Dumont,dumont high school,07628,NJ
330447,Bardonia,albertus magnus high school,10954,NY
331140,Burnt Hills,burnt hills-ballston lake hs,12027,NY
332891,Jackson Heights,renaissance school,11372,NY
333355,New Paltz,new paltz central high school,12561,NY
342481,Mars Hill,madison early college high sch,28754,NC
363290,Maumee,maumee high school,43537,OH
371127,Durant,durant senior high school,74701,OK
372440,Mounds,mounds high school,74047-0189,OK
373370,Stillwater,stillwater high school,74075-3613,OK
380785,Oregon City,oregon city high school,97045,OR
392207,Vandergrift,kiski area high school,15690,PA
393581,Phoenixville,renaissance ac-edison charter,19460,PA
411700,Rock Hill,rock hill high school,29730,SC
430357,Clarksville,west creek high school,37042,TN
431830,Ooltewah,ooltewah high school,37363,TN
433182,Spring Hill,summit high school,37174,TN
441504,Corpus Christi,st. john paul ii high school,78415,TX
443630,Jasper,jasper high school,75951,TX
445470,Perryton,perryton high school,79070,TX
446600,Smithville,smithville high school,78957,TX
450200,Moab,grand county high school,84532,UT
470435,Charlottesville,saint anne's-belfield,22903,VA
480657,Edmonds,edmonds homeschool resrce cnt,98020,WA
480665,Kent,tahoma senior high school,98042,WA
481071,Tukwila,raisbeck aviation high school,98108,WA
481071,Des Moines,aviation high school,98198,WA
500600,Elkhorn,elkhorn area high school,53121,WI
510071,Cheyenne,cheyenne south high school,82007-2754,WY
544760,San Juan,univ puerto rico secondary sch,00931,PR
