HS_CEEB,HS_CITY,HS_NAME,HS_POSTAL_CD,HS_STATE
020003,Anchorage,a j dimond high school,99502-5363,AK
050640,Colton,colton high school,92324,CA
051546,Irwindale,opportunities for learning,90221,CA
052508,Pomona,international poly technic hs,91768,CA
052790,San Bernardino,pacific high school,92404,CA
052929,Julian,julian charter school,92036,CA
053307,Santa Monica,crossroads school,90404,CA
053904,Los Angeles,view park prep accelerated hs,90043,CA
060087,Aurora,options school,80010,CO
060336,Colorado Springs,atlas preparatory school,80910-3710,CO
060406,Denver,escuela tlatelolco,80211,CO
060942,Longmont,longmont christian school,80501,CO
061364,Thornton,pathways future center school,80241,CO
061364,Thornton,pathways,80241,CO
100140,Bonifay,holmes county high school,32425,FL
100553,Gainesville,oak hall school,32607,FL
130292,Idaho Falls,skyline high school,83402,ID
142355,Jacksonville,routt catholic high school,62650-2524,IL
161110,Davenport,davenport central high school,52806,IA
192750,Slidell,slidell high school,70458,LA
192995,West Monroe,west monroe high school,71291,LA
220725,Easthampton,williston northampton school,01027,MA
222457,Woburn,woburn memorial high school,01801,MA
230265,Belleville,belleville high school,48111,MI
231583,Freeland,freeland high school,48623,MI
232050,Hudsonville,hudsonville high school,49426,MI
232390,Manchester,manchester high school,48158,MI
240200,Belle Plaine,belle plaine high school,56011,MN
241950,Park Rapids,park rapids area high school,56470,MN
281316,Lincoln,univ nebraska high school,68588,NE
281316,Lincoln,unl independent study high sch,68588,NE
310223,Cherry Hill,cherry hill high school east,08003,NJ
310730,Lyndhurst,lyndhurst high school,07071,NJ
310836,Morristown,fusion academy - morristown,07960,NJ
320075,Belen,belen senior high school,87002,NM
320350,Jal,jal high school,88252,NM
330984,Brooklyn,urban asy ins math-sci y women,11201-2804,NY
331255,Castleton,maple hill high school,12033,NY
332445,Hoosick Falls,hoosick falls central school,12090,NY
333648,New York,eleanor roosevelt high school,10021,NY
360345,Bay Village,bay high school,44140,OH
364205,Plain City,jonathan alder high school,43064,OH
380550,Junction City,junction city high school,97448,OR
395355,Windber,windber area high school,15963,PA
400075,Newport,rogers high school,02840,RI
411290,Lexington,lexington high school,29072,SC
411851,Spartanburg,spartanburg day school,29307,SC
431390,Memphis,central high school,38104,TN
440325,Austin,william b travis high school,78704,TX
441020,Burleson,burleson high school,76028,TX
460520,Woodstock,woodstock union high school,05091,VT
501046,West Salem,coulee region christian h s,54669,WI
501527,Minocqua,lakeland union high school,54548,WI
041270,Jonesboro,jonesboro high school,72401,AR
050658,Concord,clayton valley high school,94521,CA
050755,Dixon,dixon high school,95620,CA
050966,Fremont,john f kennedy high school,94538,CA
052053,Monterey,york school,93940,CA
052437,Phelan,serrano high school,92329,CA
052986,San Diego,westview high school,92129,CA
054150,Santa Ana,hector godinez fundamental hs,92704,CA
054460,Stockton,aspire langston hughes academy,95205,CA
060072,Aurora,william smith high school,80011,CO
060314,Colorado Springs,sand creek high school,80922,CO
060845,Kiowa,kiowa high school,80117,CO
061201,Pueblo,rocky mountain digital academy,81003-2801,CO
070365,Madison,grove school,06443,CT
080178,Wilmington,john dickinson high school,19808,DE
090185,Washington,saint johns college high sch,20015,DC
100576,Fernandina Beach,ogburn school,32035,FL
141239,Chicago,noble st chart-pritzker prep,60639,IL
143935,South Beloit,south beloit high school,61080-2579,IL
151671,Indianapolis,charles a tindley accelerated,46205,IN
152635,North Manchester,manchester high school,46962,IN
200375,Fort Kent,community high school,04743,ME
200574,Limestone,maine school science & math,04750,ME
210945,Severna Park,severn school,21146,MD
210953,Silver Springs,siena school,20901,MD
220655,Dalton,wahconah regional high school,01226,MA
233525,Sturgis,sturgis high school,49091,MI
241293,LA Crescent,la crescent high school,55947,MN
241393,Vadnais Heights,afsa high school,55127,MN
242284,Saint Paul,saint paul conservatory,55102,MN
260728,Columbia,columbia-rock bridge sr high,65203,MO
260948,Wildwood,lafayette high school,63011,MO
281306,Lincoln,lincoln lutheran ms/hs,68504,NE
290015,Beatty,beatty high school,89003,NV
320230,Fairview,espanola valley high school,87533,NM
330005,Adams,south jefferson central school,13605,NY
331090,Buffalo,riverside high school,14207,NY
331475,Copenhagen,copenhagen central high,13626,NY
331817,Elmhurst,voyages preparatory high sch,11373,NY
332705,Kingston,kingston high school,12401,NY
335420,Stony Brook,stony brook school,11790,NY
343239,Raleigh,southeast raleigh high school,27610,NC
344444,Winston Salem,parkland high school,27127,NC
351232,Minot,minot high sch magic city cmps,58701,ND
380786,Oregon City,clackamas middle college,97045,OR
381112,Springfield,thurston senior high school,97478,OR
391785,Whitehall,whitehall high school,18052,PA
410685,Easley,easley high school,29641,SC
440128,Amarillo,caprock high school,79103,TX
446157,San Antonio,john f kennedy high school,78226,TX
460127,East Burke,burke mountain academy,05832,VT
472143,Stafford,north stafford high school,22554,VA
480045,Auburn,auburn adventist academy,98092,WA
500630,Evansville,evansville senior high school,53536,WI
510110,Douglas,douglas high school,82633,WY
834250,San Jose     Costa Rica,lincoln school 565-20,,
030075,Douglas,douglas high school,85607,AZ
050659,Pleasant Hill,college park high school,94523,CA
051031,Garden Grove,orangewood adventist academy,92843,CA
051504,Long Beach,juan rodriguez cabrillo hs,90810,CA
053661,Visalia,central valley christian hs,93277,CA
053688,Fresno,sierra charter school,93727,CA
054379,Rocklin,western sierra collegiate acad,95765,CA
054451,Los Angeles,humanitas ac art tech-torres,90062,CA
054772,Huntington Park,alliance margaret bloomfield,90255,CA
070490,New Haven,hopkins school,06515,CT
100646,Port Saint Lucie,treasure coast high school,34953,FL
101153,Miami,g holmes braddock high school,33185,FL
140627,Chicago,chicago academy for arts,60622-5414,IL
142950,Minooka,minooka community high school,60447-9466,IL
144435,Winnetka,north shore country day school,60093-4009,IL
144470,Woodstock,woodstock high school,60098-3756,IL
151745,Indianapolis,scecina memorial high school,46201,IN
164040,Sioux City,west high school,51103,IA
181425,Lexington,henry clay high school,40502,KY
211080,Westminster,westminster high school,21157,MD
220330,Boston,newman preparatory school,02116,MA
221275,Lynn,saint mary jr/sr high school,01902,MA
230058,Allen Park,cabrini high school,48101,MI
230425,Buchanan,buchanan high school,49107,MI
231973,Holland,west ottawa high school,49424,MI
232850,Okemos,okemos high school,48864,MI
242240,Mendota Heights,convent of the visitation,55120,MN
261108,Saint Louis,hazelwood east high school,63138,MO
263600,Weston,west platte junior-senior hs,64098,MO
290188,Las Vegas,odyssey charter high school,89146,NV
311079,Parsippany,parsippany hills high school,07054,NJ
320165,Clovis,clovis high school,88102,NM
331067,Bronx,cinema school,10472,NY
331265,Catskill,catskill senior high school,12414,NY
333310,Newburgh,newburgh free academy,12550,NY
360855,Chagrin Falls,chagrin falls high school,44022,OH
360910,Chesterland,west geauga high school,44026,OH
361636,Columbus,whetstone high school,43214,OH
391700,Haverford,haverford school,19041,PA
430390,Clinton,clinton high school,37716,TN
431367,Mc Minnville,warren county high school,37110,TN
440115,Alvin,alvin high school,77511,TX
441168,Cedar Creek,cedar creek high school,78612-3223,TX
441875,Deer Park,deer park high school s campus,77536,TX
442258,El Paso,academy science & technology,79915,TX
443613,Houston,sharpstown international schoo,77036-6310,TX
450323,Provo,heritage school,84603,UT
460015,Barre,spaulding high school,05641,VT
470130,Arlington,yorktown high school,22207,VA
470782,Exmore,broadwater academy,23350,VA
471025,Hampton,hampton high school,23669,VA
471854,Richmond,henrico high school,23227,VA
480094,Bellingham,bellingham high school,98225,WA
490545,Hedgesville,hedgesville high school,25427-4947,WV
490770,Martinsburg,martinsburg high school,25401-3116,WV
500560,Eagle River,northland pines high school,54521,WI
050805,El Cajon,el cajon valley high school,92021,CA
051361,Larkspur,redwood high school,94939,CA
051976,San Jose,piedmont hills high school,95132,CA
052159,North Hollywood,harvard westlake school,91604,CA
052894,San Dimas,san dimas high school,91773,CA
054502,Rohnert Park,credo high school,94928,CA
060161,Broomfield,jefferson academy high school,80021,CO
060755,Holly,holly jr-sr high school,81047,CO
070590,Norwich,norwich free academy,06360,CT
070830,Washington,shepaug valley high school,06793,CT
090064,Washington,edmund burke school,20008,DC
100761,Jacksonville,episcopal hs of jacksonville,32207,FL
100824,Jupiter,jupiter christian school,33458,FL
101206,Naples,community school of naples,34109,FL
101213,Neptune Beach,beaches chapel school,32266,FL
101577,Osprey,pine view school,34229,FL
102550,Santa Rosa Beach,seacoast collegiate high sch,32459,FL
150958,Evansville,evansville day school,47715,IN
173075,Washington,washington high school,66968,KS
220073,Attleboro,attleboro high school,02703,MA
222376,West Tisbury,marthas vineyard pub charter s,02575,MA
230630,Clarkston,clarkston senior high school,48346,MI
232270,Lansing,eastern high school,48912,MI
233175,Richmond,richmond high school,48062,MI
242202,Saint Louis Park,benilde-st margaret's school,55416,MN
270112,Bozeman,mount ellis academy,59715,MT
280955,Grand Island,grand island sr high school,68803,NE
281305,Lincoln,lincoln high school,68510,NE
300195,Farmington,farmington high school,03835,NH
300608,Canaan,mascoma valley reg high school,03741,NH
310787,Edison,john p stevens high school,08820,NJ
311010,North Arlington,north arlington high school,07031,NJ
311030,North Wildwood,wildwood catholic high school,08260,NJ
311054,Oradell,river dell reg high school,07649,NJ
320547,Roswell,gateway christian school,88201,NM
331525,Cortland,cortland jr-sr high school,13045,NY
333737,New York,nest plus m-new explorations,10002,NY
334385,Oyster Bay,oyster bay high school,11771,NY
335175,Shelter Island,shelter island u f school,11964,NY
335475,Syracuse,anthony henninger high school,13206,NY
360823,Casstown,miami east high school,45312,OH
361320,Rocky River,lutheran high school west,44116,OH
361418,Cleveland,valley forge high school,44130,OH
372640,Oklahoma City,casady school,73156-0390,OK
373180,Savanna,savanna high schools,74565-0266,OK
390985,Denver,cocalico high school,17517,PA
391080,Dunmore,dunmore jr-sr high school,18512,PA
391823,Hookstown,south side high school,15050,PA
392295,Lititz,linden hall school for girls,17543,PA
395180,West Grove,avon grove high school,19390,PA
410900,Greenville,greenville senior high school,29601,SC
432140,Soddy Daisy,soddy daisy high school,37379,TN
440041,Abilene,academy of tech eng math & sci,79601,TX
440561,Houston,episcopal high school,77277,TX
442375,Farwell,farwell high school,79325,TX
442634,Frisco,legacy christian academy,75034,TX
443556,Irving,highlands school,75062,TX
470462,Chesapeake,hickory high school,23322,VA
471352,Manassas Park,manassas park high school,20111,VA
471850,Richmond,douglas s freeman high school,23229,VA
490615,Hurricane,hurricane high school,25526-9310,WV
500505,Delafield,st john's nw military academy,53018,WI
500660,Fish Creek,gibraltar high school,54212,WI
502352,Wales,kettle moraine high school,53183,WI
525196,Yigo,simon a sanchez high school,96929,GU
030153,Glendale,mountain ridge high school,85310,AZ
030193,Kingman,kingman academy of learning hs,86409,AZ
030285,Phoenix,north high school,85014,AZ
050494,Salinas,no monterey co ctr indep study,93907,CA
050829,Elk Grove,laguna creek high school,95758,CA
053252,Goleta,dos pueblos high school,93117,CA
053503,Westlake Village,westlake high school,91362,CA
060137,Boulder,boulder universal,80303,CO
060580,Florence,florence high school,81226,CO
061145,Paonia,paonia high school,81428,CO
061260,San Luis,centennial school,81152,CO
061384,Vail,vail mountain school,81657,CO
100609,Fort Myers,south fort myers high school,33912,FL
101048,Miami,christopher columbus hs,33165,FL
102335,Homestead,med acad science & techno,33030,FL
110048,Albany,westover comprehensive hs,31707,GA
111998,Marietta,alan c pope high school,30062,GA
140795,Chicago,edwin g foreman high school,60641-4290,IL
150865,Portage,portage high school,46368,IN
151015,Farmersburg,north central high school,47850,IN
200037,Lewiston,north atlantic regional hs,04240,ME
200360,Fairfield,lawrence high school,04937,ME
200720,North Bridgton,bridgton academy,04057,ME
210145,Towson,notre dame preparatory school,21286,MD
210252,Bethesda,stone ridge sch sacred heart,20814,MD
220135,Beverly,beverly high school,01915,MA
221000,Hingham,hingham high school,02043,MA
221325,Marblehead,marblehead high school,01945,MA
222328,Westfield,westfield high school,01085,MA
230300,Berrien Springs,andrews academy,49104,MI
240055,Alexandria,jefferson senior high school,56308,MN
240055,Alexandria,alexandria area high school,56308,MN
242224,St Paul,washington tech magnet school,55117,MN
261560,Jefferson City,jefferson city high school,65101,MO
280240,Bennington,bennington public high school,68007,NE
300355,Manchester,manchester central high school,03104,NH
320019,Albuquerque,hope christian schools inc,87109,NM
341948,Jacksonville,northside high school,28546,NC
363429,Milford,live oaks career dev center,45150,OH
381056,Salem,west salem high school,97304,OR
393285,Philadelphia,chestnut hill academy,19118,PA
393325,Philadelphia,germantown friends school,19144,PA
431391,Eads,briarcrest christian school,38028,TN
440557,Bellaire,bellaire senior high school,77401,TX
441632,Crosby,crosby high school,77532,TX
444919,San Antonio,brooks academy of science/engi,78235,TX
446788,Missouri City,l v hightower high school,77459,TX
490217,Charleston,george washington high school,25314-2342,WV
510035,Buffalo,buffalo high school,82834,WY
544995,San German,escuela sec san german interam,00683,PR
030351,Rio Rico,rio rico high school,85648,AZ
041227,Jacksonville,north pulaski high school,72076-3613,AR
050787,Dublin,valley christian high school,94568,CA
052609,Rocklin,rocklin high school,95765,CA
053685,Wasco,wasco union high school,93280,CA
053738,West Covina,west covina high school,91790,CA
053800,Woodland,woodland high school,95695,CA
054188,Sacramento,sacramento acad & voca acad,95820,CA
054815,Daly City,summit public school- shasta,94015-1880,CA
070525,Newington,newington high school,06111,CT
100380,Deerfield Beach,deerfield beach high school,33441,FL
100960,Longwood,lyman high school,32750,FL
110305,Austell,south cobb high school,30106,GA
130525,Rathdrum,lakeland high school,83858,ID
142000,Galesburg,galesburg high school,61401-2432,IL
142547,Lansing,thornton fractional south hs,60438-3046,IL
143100,Murphysboro,murphysboro high school,62966-2937,IL
143223,Northlake,west leyden high school,60164-1438,IL
151350,Greenfield,greenfield central high school,46140,IN
162175,Iowa Falls,iowa falls-alden high school,50126,IA
210599,Hampstead,north carroll high school,21074,MD
210839,Potomac,winston churchill high school,20854,MD
220657,Cummington,academy at swift river,01026,MA
222130,Tewksbury,tewksbury memorial high school,01876,MA
232358,Livonia,adlai e stevenson high school,48152,MI
232360,Lowell,lowell senior high school,49331,MI
233040,Pontiac,notre dame preparatory,48340,MI
240575,Crosby,crosby ironton high school,56441,MN
261000,Eureka,eureka high school,63025,MO
310072,Bayville,central regional high school,08721,NJ
310302,Egg Harbor City,pilgrim academy the,08215,NJ
310465,Hackettstown,hackettstown high school,07840,NJ
320235,Estancia,estancia high school,87016,NM
320298,Gallup,miyamura high school,87301,NM
320626,Santa Fe,santa fe preparatory school,87501,NM
331365,Chestertown,north warren central high sch,12817,NY
331590,Delhi,delaware acad & central school,13753,NY
334786,Rochester,rochester early coll intrl hs,14611,NY
390345,Birdsboro,berks christian school,19508,PA
392420,Martinsburg,central high school,16662,PA
430410,Collierville,collierville high school,38017,TN
431709,Nashville,mcgavock high school,37214,TN
441827,Richardson,alexander school,75081,TX
443290,Holland,holland high school,76534,TX
445581,Plano,einstein school,75093-5651,TX
445955,Rogers,rogers high school,76569,TX
446203,San Antonio,robert e lee high school,78213,TX
450380,Salt Lake City,olympus high school,84124,UT
450400,Salt Lake City,west high school,84103,UT
460108,Colchester,colchester high school,05446,VT
460288,Newport,united christian academy,05855,VT
471716,Petersburg,appomattox reg governor's sch,23803,VA
480069,Bellevue,interlake high school,98008,WA
480260,Coupeville,coupeville high school,98239,WA
480335,Eatonville,eatonville high school,98328,WA
480572,Lacey,timberline high school,98503,WA
011485,Huntsville,huntsville high school,35801,AL
011793,Mobile,alabama school math & science,36604,AL
020045,Homer,homer high school,99603-7661,AK
030645,Phoenix,bioscience high school,85004,AZ
050030,Albany,albany adult school,94706,CA
050725,Danville,san ramon valley high school,94526,CA
051576,Los Angeles,downtown business magnet hs,90012,CA
051881,Madera,liberty high school,93638,CA
052448,Petaluma,casa grande high school,94954,CA
052975,San Francisco,mercy high school,94132,CA
053028,Sacramento,inderkum high school,95835,CA
054083,San Diego,southern california yeshiva hs,92111,CA
060151,Westminster,standley lake high school,80021,CO
060950,Loveland,loveland high school,80538,CO
061074,Denver,cornerstone christian academy,80260,CO
061354,Federal Heights,pinnacle charter school,80260,CO
061354,Thornton,pinnacle charter school,80260,CO
070057,Fairfield,notre dame high school,06825,CT
070342,Ledyard,ledyard high school,06339,CT
101025,Melbourne,melbourne high school,32901,FL
110181,Atlanta,horizons school,30307,GA
130619,Spirit Lake,timberlake high school,83869,ID
142275,Highland Park,highland park high school,60035-2044,IL
143698,Rockford,christian life center hs,61114-6448,IL
160385,Bettendorf,bettendorf high school,52722,IA
171155,Grainfield,wheatland high school,67737,KS
171215,Halstead,halstead high school,67056,KS
173185,Wichita,independent high school,67207,KS
210038,Baltimore,baltimore polytechnic inst,21209,MD
222500,Worcester,holy name central catholic h s,01604,MA
232310,Lawrence,lawrence sr high school,49064,MI
232585,Midland,midland high school,48642,MI
250465,Carriere,pearl river central high sch,39426,MS
260655,Saint Louis,mary inst & st louis cntry day,63124,MO
262971,Saint Louis,cleveland jr naval academy,63106,MO
282450,Wakefield,wakefield high school,68784,NE
290180,Winnemucca,albert m lowry high school,89445,NV
310390,Demarest,academy of holy angels,07627,NJ
320653,Silver City,aldo leopold charter school,88061,NM
331169,Cambria Heights,math science research tech mag,11411,NY
332585,Jamaica,thomas edison voc tech hs,11432,NY
332780,Cedarhurst,lawrence high school,11516,NY
360200,Archbold,archbold high school,43502,OH
363170,Mansfield,saint peters high school,44902,OH
370770,Claremore,claremore high school,74017-3161,OK
380840,Portland,benson polytech high school,97232,OR
392955,New Hope,solebury school,18938,PA
432325,Chattanooga,tyner academy,37421,TN
440000,Abbott,abbott high school,76621,TX
440990,Bullard,bullard school,75757,TX
445869,Grande City,grulla high school,78582,TX
447268,Victoria,victoria west high school,77905,TX
450315,Provo,new haven school,84605,UT
471851,Richmond,governors school,23220,VA
472287,Virginia Beach,floyd e kellam high school,23456,VA
472460,Woodbridge,gar-field senior high school,22192,VA
481056,Federal Way,christian faith school,98003,WA
010844,Daphne,daphne high school,36526,AL
011701,Madison,james clemens high school,35756,AL
030668,Gilbert,perry high school,85297,AZ
050471,Carlsbad,carlsbad seaside academy,92009,CA
050715,Culver City,culver city high school,90230,CA
052321,Rancho Mirage,marywood-palm valley school,92270,CA
052705,Sacramento,c k mcclatchy sr high school,95818,CA
053545,Tujunga,verdugo hills high school,91042,CA
070516,New Haven,sound school,06519,CT
070675,Simsbury,simsbury high school,06070,CT
070707,Stamford,academy information technology,06905,CT
101871,Windermere,windermere preparatory school,34786,FL
130290,Idaho Falls,bonneville high school,83401,ID
130418,Moscow,renaissance charter school,83843,ID
130636,Twin Falls,canyon ridge high school,83301,ID
140595,Champaign,champaign central high school,61820-3918,IL
142760,Maple Park,kaneland high school,60151-9720,IL
143405,Pearl City,pearl city high school,61062-0239,IL
143499,Plainfield,plainfield east high school,60585,IL
143720,Rock Island,alleman high school,61201-3114,IL
151175,Franklin,franklin community high school,46131,IN
164345,Truro,interstate 35 community hs,50257,IA
170520,Chapman,chapman high school,67431,KS
172180,Nickerson,nickerson high school,67561,KS
181580,Louisville,male traditional high school,40213,KY
230065,Almont,almont jr-sr high school,48003,MI
230689,Commerce Twp,walled lake northern hs,48382,MI
241830,New Ulm,new ulm senior high school,56073,MN
242100,Rochester,john marshall high school,55901,MN
282105,Scottsbluff,scottsbluff high school,69361,NE
282130,Shelby,shelby public school,68662,NE
311367,Somerville,immaculata high school,08876,NJ
320380,Las Vegas,robertson high school,87701,NM
320525,Raton,raton high school,87740,NM
331926,Fresh Meadows,francis lewis high school,11365,NY
332645,Cross River,john jay high school,10518,NY
333060,Massapequa,massapequa high school,11758,NY
334240,Norwich,norwich high school,13815,NY
334245,Norwood,norwood-norfolk central school,13668,NY
351840,West Fargo,west fargo sheyenne high sch,58078,ND
363085,Loveland,loveland high school,45140,OH
365043,Toledo,toledo school for the arts,43604,OH
380214,Corvallis,santiam christian high school,97330,OR
394140,Reading,central catholic high school,19602,PA
400058,Johnston,johnston senior high school,02919,RI
400228,Wakefield,prout school,02879,RI
421145,Salem,mccook central high school,57058,SD
431175,Lebanon,lebanon high school,37087,TN
431462,Memphis,saint marys episcopal school,38117,TN
441734,Dallas,episcopal school of dallas,75229,TX
444082,League City,clear springs high school,77573,TX
445053,New Braunfels,canyon high school,78130,TX
447675,Wylie,wylie high school,75098,TX
450348,Roy,roy high school,84067,UT
470469,Chesapeake,grassfield high school,23323,VA
471877,Richmond,meadowbrook high school,23234,VA
501013,Somers,shoreland lutheran hs,53171,WI
545123,San Juan,cedin laboratory school,00919-1293,PR
030133,Laveen,betty h fairfax high school,85339-2886,AZ
050910,Fairfield,armijo high school,94533,CA
051580,Los Angeles,eagle rock high school,90041,CA
052977,Salinas,monterey cnty home charter sch,93912,CA
053087,San Jose,independence high school,95133,CA
053903,San Diego,school of science & technology,92101,CA
054846,Van Nuys,ilead innovation studios,91411,CA
060395,Denver,denver christian high school,80210,CO
070323,Hebron,rham high school,06248,CT
070800,Trumbull,trumbull high school,06611,CT
101179,Miami,school advanced studies/south,33176,FL
111742,Kathleen,veterans high school,31047,GA
112115,Millen,jenkins county high school,30442,GA
130505,Post Falls,post falls high school,83877,ID
143356,Palos Heights,alan b shepard high school,60463-2625,IL
144350,West Chicago,community high school 94,60185-3142,IL
152785,Pendleton,pendleton heights high school,46064,IN
153900,Zionsville,zionsville community high scho,46077,IN
160140,Ames,ames high school,50010,IA
162800,Mason City,mason city high school,50401,IA
200165,Naples,lake region high school,04055,ME
210801,Ft Washington,friendly high school,20744,MD
222100,Swampscott,swampscott high school,01907,MA
231708,Grand Rapids,forest hills central hs,49546,MI
232382,Madison Heights,bishop foley high school,48071,MI
232612,Monroe,monroe high school,48161,MI
262995,Saint Louis,mckinley high school,63104,MO
290187,Reno,damonte ranch high school,89521,NV
300414,Milton,shortridge academy,03851,NH
310025,Absecon,holy spirit high school,08201,NJ
310761,Marlton,cherokee high school,08053,NJ
330175,Amsterdam,amsterdam high school,12010,NY
330225,Armonk,byram hills high school,10504,NY
330525,Brockport,brockport high school,14420,NY
331178,Brooklyn,fusion academy brooklyn,11201,NY
332890,Long Island City,long island city high school,11106,NY
335875,Old Westbury,westbury high school,11568,NY
361551,Columbus,horizon science academy,43229,OH
363360,Medina,medina senior high school,44256,OH
370330,Bixby,bixby high school,74008-4938,OK
373590,Tulsa,booker t washington hs,74106-4011,OK
380573,Lake Oswego,lakeridge high school,97034,OR
380590,Lebanon,lebanon high school,97355,OR
381178,Troutdale,reynolds high school,97060,OR
390360,Bloomsburg,bloomsburg area high school,17815,PA
390655,Jefferson Hills,thomas jefferson high school,15025,PA
391053,Du Bois,dubois area senior high school,15801,PA
391885,Indiana,indiana area sr high school,15701,PA
394462,Sellersville,faith christian academy,18960,PA
431760,Franklin,renaissance high school,37064,TN
431760,Franklin,middle college high school,37064,TN
441836,Dallas,winston school,75229,TX
450171,Logan,logan river academy,84321,UT
450189,Layton,dorius academy,84041,UT
480342,Lynnwood,meadowdale senior high school,98037,WA
480551,Kirkland,puget sound adventist academy,98033,WA
480910,Port Orchard,south kitsap high school,98366,WA
481598,Woodinville,woodinville high school,98072,WA
491000,Pence Springs,greenbrier academy,24962,WV
020136,Talkeetna,susitna valley high school,99676-9705,AK
030313,Phoenix,trevor g browne high school,85033,AZ
050663,Concord,ygnacio valley high school,94518,CA
050727,Danville,monte vista high school,94526,CA
051352,LA Mirada,la mirada high school,90638,CA
051968,Mission Viejo,capistrano valley high school,92692,CA
054418,Temecula,rancho christian school,92592,CA
054790,Grass Valley,sierra academy of exped learn,95945-7210,CA
061330,Strasburg,strasburg jr-sr high school,80136,CO
070220,Greenwich,convent of sacred heart,06831,CT
100014,Altamonte Spring,champion preparatory academy,32714,FL
100754,Jacksonville,englewood high school,32207,FL
112580,Rome,coosa high school,30165,GA
112830,Stockbridge,stockbridge high school,30281,GA
112866,Suwanee,peachtree ridge high school,30024,GA
130119,Coeur D Alene,lake city high school,83814,ID
130395,Middleton,middleton senior high school,83644,ID
143065,Mount Pulaski,mount pulaski high school,62548-1145,IL
143240,Oak Park,fenwick high school,60302-4005,IL
143360,Pana,pana high school,62557-1713,IL
180247,Bowling Green,bowling green high school,42104,KY
220493,Cambridge,cambridge rindge and latin sch,02138,MA
221079,West Roxbury,urban science academy,02132,MA
221320,Mansfield,mansfield high school,02048,MA
221723,Peabody,bishop fenwick high school,01960,MA
230715,Coopersville,coopersville high school,49404,MI
230860,Novi,detroit catholic central hs,48374,MI
231910,Hastings,hastings high school,49058,MI
232590,Milan,milan high school,48160,MI
232780,New Buffalo,new buffalo area high school,49117,MI
232845,Oak Park,oak park high school,48237,MI
240659,Duluth,harbor city international sch,55802,MN
241682,Spring Lake Park,spring lake park sr high sch,55432,MN
281309,Lincoln,lincoln southwest high school,68512,NE
290118,Las Vegas,durango high school,89113,NV
300410,Milford,milford high school,03055,NH
310412,Highlands,marine academy of sci and tech,07732,NJ
310824,Montvale,saint joseph reg high school,07645,NJ
311252,Pompton Plains,pequannock township high sch,07444,NJ
320730,Zuni,zuni high school,87327,NM
332883,Locust Valley,portledge school,11560,NY
334042,New York,school for young performers,10025,NY
340673,Charlotte,independence high school,28227,NC
342741,Morganton,robert logan patton high sch,28655,NC
342745,Morganton,freedom high school,28655,NC
343904,Sylva,smoky mountain high school,28779,NC
361322,Rocky River,magnificat high school,44116,OH
362225,Fremont,saint joseph cntrl catholic hs,43420,OH
363410,Middletown,middletown high school,45042,OH
365535,Wickliffe,wickliffe senior high school,44092,OH
365646,Worthington,worthington christian hs,43085,OH
373830,Waukomis,pioneer consolidated school,73773-9781,OK
381125,Stayton,regis high school,97383,OR
390363,Bloomsburg,keystone national high school,17815,PA
391150,East Stroudsburg,east stroudsburg area hs south,18301,PA
391830,Loysburg,north bedford county hs,16659,PA
392975,New Oxford,new oxford high school,17350,PA
394131,Radnor,archbishop carroll high school,19087,PA
431155,Clinton,anderson county high school,37716,TN
441857,Dallas,hampton preparatory school,75232,TX
445975,Roscoe,highland high school,79545,TX
446205,San Antonio,saint gerard catholic high sch,78203,TX
446999,The Woodlands,esprit international school,77381,TX
450255,Ogden,ogden senior high school,84403,UT
460115,Craftsbury Commo,craftsbury academy,05827,VT
470965,Goochland,goochland high school,23063,VA
471660,Orange,orange county high school,22960,VA
472464,Dumfries,potomac senior high school,22026,VA
480102,Bothell,cedar park christian school,98011,WA
481382,University Place,curtis senior high school,98466,WA
500565,East Troy,east troy high school,53120,WI
500770,Grafton,grafton senior high school,53024,WI
510350,Rawlins,rawlins high school,82301,WY
012648,Harvest,sparkman high school,35749,AL
030335,Keams Canyon,hopi jr-sr high school,86034,AZ
050217,Bakersfield,stockdale high school,93311,CA
050955,Fort Bragg,fort bragg high school,95437,CA
051389,Lancaster,desert christian high school,93536,CA
052048,Seaside,seaside high school,93955,CA
054602,Napa,napa valley independent study,94558,CA
060601,Fort Collins,polaris els,80521,CO
100662,Hialeah,hialeah high school,33013,FL
100678,Hollywood,chaminade-madonna coll prep,33021,FL
100690,Hollywood,south broward high school,33020,FL
100896,Lakeland,mckeel academy,33815,FL
100907,Maitland,international community school,32751,FL
100924,Land O Lakes,land o lakes sr high school,34639,FL
101388,Pensacola,a beka acad video homeschooler,32523,FL
101494,Navarre,navarre high school,32566,FL
130416,Moscow,logos online school,83843,ID
151315,Goshen,goshen high school,46526,IN
164135,Stanton,stanton community school,51573,IA
172645,Saint Francis,saint francis high school,67756,KS
180296,Bowling Green,gatton academy of math-science,42101,KY
210895,North East,rising sun high school,21901,MD
222545,Worcester,worcester academy,01604,MA
240088,Apple Valley,school of environmental study,55124,MN
241513,Mayer,mayer lutheran high school,55360,MN
242320,Mendota Heights,saint thomas academy,55120,MN
310253,Colts Neck,colts neck high school,07722,NJ
310265,Demarest,northern valley reg high sch,07627,NJ
311620,Wildwood,wildwood high school,08260,NJ
332903,Astoria,baccalaureate sch global educ,11106,NY
334124,New York,washington heights exp lrn sch,10033,NY
334773,Rochester,bishop kearney high sch boys,14617,NY
